Município: GUARANTA DO NORTE, (null), Latitude: None, Longitude: None
Município: GLORIA DE DOURADOS, MS, Latitude: -22.4173731, Longitude: -54.2313391
Município: GUIA LOPES DA LAGUNA, MS, Latitude: -21.550264, Longitude: -55.957065064598666
Município: IGUATEMI, MS, Latitude: -23.673555, Longitude: -54.563731
Município: ITAPORA, MS, Latitude: -22.0799142, Longitude: -54.7874239
Município: ITAQUIRAI, MS, Latitude: -23.4801914, Longitude: -54.1833692
Município: IVINHEMA, MS, Latitude: -22.302254, Longitude: -53.8276006
Município: JARAGUARI, MS, Latitude: -20.1019755, Longitude: -54.4377423
Município: JARDIM, MS, Latitude: -21.479941, Longitude: -56.148902
Município: JATEI, MS, Latitude: -22.4815624, Longitude: -54.307006
Município: JUTI, MS, Latitude: -22.8611994, Longitude: -54.604793
Município: LADARIO, MS, Latitude: -19.0036585, Longitude: -57.6028285
Município: MARACAJU, MS, Latitude: -21.6163005, Longitude: -55.164605
Município: MIRANDA, MS, Latitude: -20.2401082, Longitude: -56.3844728
Município: MUNDO NOVO, MS, Latitude: -23.9378876, Longitude: -54.2859489
Município: FATIMA DO SUL, MS, Latitude: -22.3750499, Longitude: -54.516698
Município: DOURADOS, MS, Latitude: -22.2206145, Longitude: -54.812208
Município: NIOAQUE, MS, Latitude: -21.1605528, Longitude: -55.8283423
Município: DOURADINA, MS, Latitude: -22.0402812, Longitude: -54.6118292
Município: BELA VISTA, MS, Latitude: -22.107327, Longitude: -56.5317344
Município: BODOQUENA, MS, Latitude: -20.5508775, Longitude: -56.6769653
Município: BRASILANDIA, MS, Latitude: -21.255575, Longitude: -52.0365617
Município: CAARAPO, MS, Latitude: -22.6349267, Longitude: -54.8240903
Município: CAMAPUA, MS, Latitude: -19.5291747, Longitude: -54.0434641
Município: CAMPO GRANDE, MS, Latitude: -20.4640173, Longitude: -54.6162947
Município: CARACOL, MS, Latitude: -22.0169949, Longitude: -57.0298349
Município: CASSILANDIA, MS, Latitude: -19.1128242, Longitude: -51.7345354
Município: CHAPADAO DO SUL, MS, Latitude: -18.7949051, Longitude: -52.6199512
Município: CORGUINHO, MS, Latitude: -19.827429, Longitude: -54.8322243
Município: CORUMBA, MS, Latitude: -19.0016365, Longitude: -57.6534316
Município: COSTA RICA, MS, Latitude: -18.5333859, Longitude: -53.1394286
Município: COXIM, MS, Latitude: -18.504915, Longitude: -54.7450251
Município: DEODAPOLIS, MS, Latitude: -22.276272, Longitude: -54.168163
Município: DOIS IRMAOS DO BURITI, MS, Latitude: -20.6906107, Longitude: -55.2760274
Município: NAVIRAI, MS, Latitude: -23.0622152, Longitude: -54.2018319
Município: NOVA ALVORADA DO SUL, MS, Latitude: -21.4587274, Longitude: -54.3760634
Município: RIO CASCA, MG, Latitude: -20.2259378, Longitude: -42.6515492
Município: ALTO ARAGUAIA, MT, Latitude: -17.3156528, Longitude: -53.2169365
Município: ALTO GARCAS, MT, Latitude: -16.9469683, Longitude: -53.529427
Município: ARAGUAIANA, MT, Latitude: -15.729144, Longitude: -51.834112
Município: BARRA DO GARCAS, MT, Latitude: -15.35695095, Longitude: -52.462873422565764
Município: BOM JESUS DO ARAGUAIA, MT, Latitude: -12.1725897, Longitude: -51.5074425
Município: BRASNORTE, MT, Latitude: -12.1218837, Longitude: -58.0042714
Município: CACERES, MT, Latitude: -16.0644315, Longitude: -57.6879744
Município: CAMPO NOVO DO PARECIS, MT, Latitude: -13.658735, Longitude: -57.890723
Município: CAMPO VERDE, MT, Latitude: -15.5430787, Longitude: -55.1590511
Município: CAMPOS DE JULIO, MT, Latitude: -13.7223646, Longitude: -59.2645296
Município: CANABRAVA DO NORTE, MT, Latitude: -11.0516481, Longitude: -51.8301897
Município: CANARANA, MT, Latitude: -13.5564602, Longitude: -52.2691167
Município: CASTANHEIRA, MT, Latitude: -11.1391946, Longitude: -58.6088547
Município: CLAUDIA, MT, Latitude: -11.5057202, Longitude: -54.8763166
Município: COMODORO, MT, Latitude: -13.6581107, Longitude: -59.786883
Município: CONFRESA, MT, Latitude: -10.643695, Longitude: -51.569873
Município: ALTO BOA VISTA, MT, Latitude: -11.6723985, Longitude: -51.3744431
Município: AGUA BOA, MT, Latitude: -14.0522968, Longitude: -52.1617625
Município: NOVA ANDRADINA, MS, Latitude: -22.2477565, Longitude: -53.3480621
Município: ACORIZAL, MT, Latitude: -15.2001544, Longitude: -56.3668953
Município: PARAISO DAS AGUAS, MS, Latitude: -19.0219279, Longitude: -53.0122646
Município: PARANAIBA, MS, Latitude: -19.6751971, Longitude: -51.1874986
Município: PEDRO GOMES, MS, Latitude: -18.0990797, Longitude: -54.550579
Município: PONTA PORA, MS, Latitude: -22.5286917, Longitude: -55.723426
Município: PORTO MURTINHO, MS, Latitude: -21.698078, Longitude: -57.883586
Município: RIBAS DO RIO PARDO, MS, Latitude: -20.4477984, Longitude: -53.7609001
Município: RIO BRILHANTE, MS, Latitude: -21.8046467, Longitude: -54.5433047
Município: RIO VERDE DE MATO GROSSO, MS, Latitude: -18.9169208, Longitude: -54.8410727
Município: SAO GABRIEL DO OESTE, MS, Latitude: -19.3944843, Longitude: -54.5755213
Município: SELVIRIA, MS, Latitude: -20.3616393, Longitude: -51.4251863
Município: SIDROLANDIA, MS, Latitude: -20.9361042, Longitude: -54.9640262
Município: SONORA, MS, Latitude: -17.5852028, Longitude: -54.7548288
Município: TERENOS, MS, Latitude: -20.4409259, Longitude: -54.8656049
Município: TRES LAGOAS, MS, Latitude: -20.7866799, Longitude: -51.7061247
Município: VICENTINA, MS, Latitude: -22.4093447, Longitude: -54.4370921
Município: BATAGUASSU, MS, Latitude: -21.715899, Longitude: -52.422058
Município: BANDEIRANTES, MS, Latitude: -19.9179623, Longitude: -54.3646768
Município: AQUIDAUANA, MS, Latitude: -20.473969, Longitude: -55.7821375
Município: SANTA RITA DE CALDAS, MG, Latitude: -22.028889, Longitude: -46.336944
Município: SANTA RITA DO SAPUCAI, MG, Latitude: -22.2486968, Longitude: -45.7064507
Município: SANTA VITORIA, MG, Latitude: -18.8465718, Longitude: -50.1292823
Município: SANTANA DE PIRAPAMA, MG, Latitude: -19.0075, Longitude: -44.040833
Município: SANTANA DO PARAISO, MG, Latitude: -19.3652914, Longitude: -42.5494833
Município: SANTO ANTONIO DO AMPARO, MG, Latitude: -20.9413389, Longitude: -44.9187397
Município: SANTO ANTONIO DO GRAMA, MG, Latitude: -20.314444, Longitude: -42.608611
Município: SANTO ANTONIO DO RIO ABAIXO, MG, Latitude: -19.2280364, Longitude: -43.2532149
Município: SANTOS DUMONT, MG, Latitude: -21.455867, Longitude: -43.5522107
Município: SAO DOMINGOS DO PRATA, MG, Latitude: -19.8671078, Longitude: -42.9658318
Município: SAO FRANCISCO, MG, Latitude: -15.948889, Longitude: -44.864444
Município: SAO FRANCISCO DO GLORIA, MG, Latitude: -20.790069, Longitude: -42.2679636
Município: SAO GONCALO DO ABAETE, MG, Latitude: -18.3420302, Longitude: -45.834112
Município: SAO GONCALO DO PARA, MG, Latitude: -19.982778, Longitude: -44.859167
Município: SAO GONCALO DO RIO ABAIXO, MG, Latitude: -19.8252042, Longitude: -43.362126
Município: SAO GONCALO DO SAPUCAI, MG, Latitude: -21.8905238, Longitude: -45.5935943
Município: SANTA RITA DE MINAS, MG, Latitude: -19.8745404, Longitude: -42.1325122
Município: SANTA MARIA DE ITABIRA, MG, Latitude: -19.4483453, Longitude: -43.1167817
Município: APARECIDA DO TABOADO, MS, Latitude: -20.0840304, Longitude: -51.1013943
Município: SANTA MARGARIDA, MG, Latitude: -20.3817696, Longitude: -42.2522123
Município: RIO PIRACICABA, MG, Latitude: -19.982333, Longitude: -43.2322858
Município: RIO PRETO, MG, Latitude: -16.535859, Longitude: -46.696753
Município: RIO VERMELHO, MG, Latitude: -18.3477193, Longitude: -43.0276643
Município: ROMARIA, MG, Latitude: -18.8823522, Longitude: -47.5854354
Município: RUBELITA, MG, Latitude: -16.4067495, Longitude: -42.2623615
Município: SABARA, MG, Latitude: -19.8900372, Longitude: -43.8107916
Município: SACRAMENTO, MG, Latitude: -19.8652854, Longitude: -47.4402746
Município: SALINAS, MG, Latitude: -16.1699073, Longitude: -42.2910368
Município: SANTA BARBARA, MG, Latitude: -19.959444, Longitude: -43.415278
Município: SANTA BARBARA DO LESTE, MG, Latitude: -19.978334, Longitude: -42.140555
Município: SANTA BARBARA DO TUGURIO, MG, Latitude: -21.245833, Longitude: -43.559444
Município: SANTA CRUZ DE SALINAS, MG, Latitude: -16.0972405, Longitude: -41.7474332
Município: SANTA EFIGENIA DE MINAS, MG, Latitude: -18.8275746, Longitude: -42.4400734
Município: SANTA JULIANA, MG, Latitude: -19.308611, Longitude: -47.525
Município: SANTA LUZIA, MG, Latitude: -19.7702097, Longitude: -43.8505291
Município: SAO JOAO DO MANHUACU, MG, Latitude: -20.3938555, Longitude: -42.1499705
Município: SAO JOAO NEPOMUCENO, MG, Latitude: -21.5359158, Longitude: -43.0151428
Município: SAO JOAQUIM DE BICAS, MG, Latitude: -20.0489052, Longitude: -44.2731691
Município: SAO JOSE DO GOIABAL, MG, Latitude: -19.925098, Longitude: -42.7083162
Município: TRES MARIAS, MG, Latitude: -18.2051533, Longitude: -45.2484314
Município: UBAPORANGA, MG, Latitude: -19.6344637, Longitude: -42.1073048
Município: UBERABA, MG, Latitude: -19.750833, Longitude: -47.936666
Município: UBERLANDIA, MG, Latitude: -18.9188041, Longitude: -48.2767837
Município: VARGINHA, MG, Latitude: -21.5565914, Longitude: -45.4340674
Município: VARJAO DE MINAS, MG, Latitude: -18.3791473, Longitude: -46.030627
Município: VARZEA DA PALMA, MG, Latitude: -17.5983328, Longitude: -44.7317086
Município: VAZANTE, MG, Latitude: -17.9896107, Longitude: -46.9003899
Município: VERISSIMO, MG, Latitude: -19.6680818, Longitude: -48.308771
Município: VIRGINOPOLIS, MG, Latitude: -18.8226124, Longitude: -42.7053967
Município: WENCESLAU BRAZ, MG, Latitude: -22.5342367, Longitude: -45.3614735
Município: AGUA CLARA, MS, Latitude: -20.4385757, Longitude: -52.8797496
Município: ALCINOPOLIS, MS, Latitude: -18.3264121, Longitude: -53.7094463
Município: ANASTACIO, MS, Latitude: -20.4832458, Longitude: -55.8048448
Município: ANAURILANDIA, MS, Latitude: -22.185169, Longitude: -52.719056
Município: TRES CORACOES, MG, Latitude: -21.695625, Longitude: -45.2543675
Município: TIROS, MG, Latitude: -19.003889, Longitude: -45.963611
Município: TIMOTEO, MG, Latitude: -19.5771395, Longitude: -42.6436108
Município: SERITINGA, MG, Latitude: -21.9096949, Longitude: -44.5216061
Município: SAO LOURENCO, MG, Latitude: -22.116389, Longitude: -45.054167
Município: SAO PEDRO DOS FERROS, MG, Latitude: -20.1706687, Longitude: -42.522901
Município: SAO SEBASTIAO DA BELA VISTA, MG, Latitude: -22.159167, Longitude: -45.754167
Município: SAO SEBASTIAO DO PARAISO, MG, Latitude: -20.9124331, Longitude: -46.9823296
Município: SENADOR JOSE BENTO, MG, Latitude: -22.1641985, Longitude: -46.1785855
Município: SERICITA, MG, Latitude: -20.4738307, Longitude: -42.4821683
Município: SETE LAGOAS, MG, Latitude: -19.466111, Longitude: -44.246944
Município: TEOFILO OTONI, MG, Latitude: -17.8579267, Longitude: -41.5081533
Município: SIMAO PEREIRA, MG, Latitude: -21.963611, Longitude: -43.311667
Município: SIMONESIA, MG, Latitude: -20.1233838, Longitude: -42.0024294
Município: SOLEDADE DE MINAS, MG, Latitude: -22.0607267, Longitude: -45.044957
Município: TAIOBEIRAS, MG, Latitude: -15.8080842, Longitude: -42.2270207
Município: TAPARUBA, MG, Latitude: -19.7621023, Longitude: -41.614796
Município: TARUMIRIM, MG, Latitude: -19.2818607, Longitude: -42.0070412
Município: CONQUISTA DOESTE, MT, Latitude: None, Longitude: None
Município: CUIABA, MT, Latitude: -15.5986686, Longitude: -56.0991301
Município: DIAMANTINO, MT, Latitude: -14.4036262, Longitude: -56.4364488
Município: MEDICILANDIA, PA, Latitude: -3.4438388, Longitude: -52.8889236
Município: NOVA TIMBOTEUA, PA, Latitude: -1.2052428, Longitude: -47.3935775
Município: NOVO PROGRESSO, PA, Latitude: -7.0374884, Longitude: -55.4185904
Município: NOVO REPARTIMENTO, PA, Latitude: -4.2519172, Longitude: -49.9524257
Município: OUREM, PA, Latitude: -1.5489964, Longitude: -47.1174572
Município: PACAJA, PA, Latitude: -3.8354195, Longitude: -50.6399248
Município: PALESTINA DO PARA, PA, Latitude: -5.7423938, Longitude: -48.3185533
Município: PARAGOMINAS, PA, Latitude: -2.99564, Longitude: -47.3548942
Município: PAU DARCO, PA, Latitude: -7.8331153, Longitude: -50.0404438
Município: PEIXE-BOI, PA, Latitude: -1.193824, Longitude: -47.324031
Município: PLACAS, PA, Latitude: -3.8689529, Longitude: -54.2154346
Município: REDENCAO, PA, Latitude: -8.025294, Longitude: -50.031687
Município: RIO MARIA, PA, Latitude: -7.3137312, Longitude: -50.0465372
Município: RONDON DO PARA, PA, Latitude: -4.7804416, Longitude: -48.06983
Município: RUROPOLIS, PA, Latitude: -4.1014311, Longitude: -54.9086853
Município: SANTA ISABEL DO PARA, PA, Latitude: -1.2968557, Longitude: -48.1605533
Município: MOJUI DOS CAMPOS, PA, Latitude: -2.682167, Longitude: -54.642717
Município: MARITUBA, PA, Latitude: -1.3595306, Longitude: -48.3361504
Município: BRASIL NOVO, PA, Latitude: -3.3055853, Longitude: -52.539198
Município: MARABA, PA, Latitude: -5.3462821, Longitude: -49.1007401
Município: CACHOEIRA DO PIRIA, PA, Latitude: -1.7599443, Longitude: -46.5446954
Município: CAPANEMA, PA, Latitude: -25.6704878, Longitude: -53.8083036
Município: CASTANHAL, PA, Latitude: -1.2927031, Longitude: -47.9223903
Município: CURUA, PA, Latitude: -1.887754, Longitude: -55.116842
Município: DOM ELISEU, PA, Latitude: -4.2928111, Longitude: -47.5559083
Município: ELDORADO DO CARAJAS, PA, Latitude: -6.1029246, Longitude: -49.3572487
Município: ELDORADO DOS CARAJAS, PA, Latitude: -6.117130899999999, Longitude: -49.258271273759696
Município: FLORESTA DO ARAGUAIA, PA, Latitude: -7.5597065, Longitude: -49.7032829
Município: IGARAPE-ACU, PA, Latitude: -4.2865751, Longitude: -55.6346369
Município: IPIXUNA DO PARA, PA, Latitude: -2.5592139, Longitude: -47.4965462
Município: IRITUIA, PA, Latitude: -1.7709543, Longitude: -47.4399687
Município: ITAITUBA, PA, Latitude: -4.2625218, Longitude: -55.9878139
Município: ITUPIRANGA, PA, Latitude: -5.1337224, Longitude: -49.3321988
Município: JACAREACANGA, PA, Latitude: -6.2196518, Longitude: -57.758625
Município: MAE DO RIO, PA, Latitude: -2.0458692, Longitude: -47.5522076
Município: SANTA IZABEL DO PARA, PA, Latitude: -1.2968557, Longitude: -48.1605533
Município: SANTA LUZIA DO PARA, PA, Latitude: -1.5220049, Longitude: -46.9020697
Município: SANTA MARIA DAS BARREIRAS, PA, Latitude: -8.8710157, Longitude: -49.7171263
Município: SANTA MARIA DO PARA, PA, Latitude: -1.3455478, Longitude: -47.5782981
Município: ALGODAO DE JANDAIRA, PB, Latitude: -6.9040175, Longitude: -36.0089879
Município: ALHANDRA, PB, Latitude: -7.4304246, Longitude: -34.9106103
Município: APARECIDA, PB, Latitude: -6.7859598, Longitude: -38.0831353
Município: AROEIRAS, PB, Latitude: -7.5462904, Longitude: -35.7080002
Município: ASSUNCAO, PB, Latitude: -7.073396, Longitude: -36.7274003
Município: BARRA DE SANTA ROSA, PB, Latitude: -6.7218007, Longitude: -36.0564638
Município: BARRA DE SANTANA, PB, Latitude: -7.5230865, Longitude: -35.9988518
Município: BAYEUX, PB, Latitude: -7.1301631, Longitude: -34.936532
Município: BOA VISTA, PB, Latitude: -7.2620711, Longitude: -36.2415161
Município: BOM JESUS, PB, Latitude: -6.8154728, Longitude: -38.6554684
Município: CAAPORA, PB, Latitude: -7.510234, Longitude: -34.9154114
Município: CABEDELO, PB, Latitude: -6.97324, Longitude: -34.8351609
Município: CACHOEIRA DOS INDIOS, PB, Latitude: -6.9259193, Longitude: -38.6742159
Município: CAJAZEIRAS, PB, Latitude: -6.8897849, Longitude: -38.5570389
Município: CALDAS BRANDAO, PB, Latitude: -7.1027959, Longitude: -35.3254676
Município: ALCANTIL, PB, Latitude: -7.7425491, Longitude: -36.0609604
Município: XINGUARA, PA, Latitude: -7.0998514, Longitude: -49.9416632
Município: VITORIA DO XINGU, PA, Latitude: -2.8833063, Longitude: -52.0114889
Município: SAO JOAO DO ARAGUAIA, PA, Latitude: -5.3617017, Longitude: -48.7911109
Município: SANTANA DO ARAGUAIA, PA, Latitude: -9.3348334, Longitude: -50.3427734
Município: SANTAREM, PA, Latitude: -2.438489, Longitude: -54.699611
Município: SAO DOMINGOS DO ARAGUAIA, PA, Latitude: -5.5412778, Longitude: -48.7300015
Município: SAO DOMINGOS DO CAPIM, PA, Latitude: -1.6789331, Longitude: -47.7717815
Município: SAO FRANCISCO DO PARA, PA, Latitude: -1.1693995, Longitude: -47.7972589
Município: SAO GERALDO DO ARAGUAIA, PA, Latitude: -6.394715, Longitude: -48.559169
Município: SAO MIGUEL DO GUAMA, PA, Latitude: -1.6116804, Longitude: -47.4757551
Município: VISEU, PA, Latitude: -1.204892, Longitude: -46.1392244
Município: SAPUCAIA, PA, Latitude: -6.9411006, Longitude: -49.6991328
Município: TRACUATEUA, PA, Latitude: -1.0765338, Longitude: -46.9030822
Município: TRAIRAO, PA, Latitude: -4.700551, Longitude: -55.9972165
Município: TUCURUI, PA, Latitude: -3.7738509, Longitude: -49.6708204
Município: ULIANOPOLIS, PA, Latitude: -3.7575266, Longitude: -47.5009377
Município: URUARA, PA, Latitude: -3.7185381, Longitude: -53.738549
Município: BREJO GRANDE DO ARAGUAIA, PA, Latitude: -5.7011449, Longitude: -48.4037308
Município: BRAGANCA, PA, Latitude: -0.9787359, Longitude: -46.78485358756709
Município: DOM AQUINO, MT, Latitude: -15.809899, Longitude: -54.922298
Município: NOSSA SENHORA DO LIVRAMENTO, MT, Latitude: -15.7725185, Longitude: -56.3442904
Município: NOVA LACERDA, MT, Latitude: -14.4753855, Longitude: -59.5881498
Município: NOVA MARILANDIA, MT, Latitude: -14.3653436, Longitude: -56.9709009
Município: NOVA MARINGA, MT, Latitude: -13.0314433, Longitude: -57.0922657
Município: NOVA MUTUM, MT, Latitude: -13.8255015, Longitude: -56.0849262
Município: NOVA NAZARE, MT, Latitude: -13.9897745, Longitude: -51.7998937
Município: NOVA SANTA HELENA, MT, Latitude: -10.8495357, Longitude: -55.1780435
Município: NOVA XAVANTINA, MT, Latitude: -14.6794165, Longitude: -52.351994
Município: NOVO SANTO ANTONIO, MT, Latitude: -12.2909756, Longitude: -50.97048
Município: PEDRA PRETA, MT, Latitude: -16.6230015, Longitude: -54.4761228
Município: PEIXOTO DE AZEVEDO, MT, Latitude: -10.2429203, Longitude: -54.9919857
Município: POCONE, MT, Latitude: -16.2581978, Longitude: -56.6325633
Município: PONTAL DO ARAGUAIA, MT, Latitude: -15.9045099, Longitude: -52.257365
Município: PONTES E LACERDA, MT, Latitude: -15.2315171, Longitude: -59.3349512
Município: PORTO ALEGRE DO NORTE, MT, Latitude: -10.8792851, Longitude: -51.6391975
Município: PORTO ESPERIDIAO, MT, Latitude: -15.8521665, Longitude: -58.4693093
Município: NOVA BRASILANDIA, MT, Latitude: -14.9298622, Longitude: -54.973665
Município: NORTELANDIA, MT, Latitude: -14.4518972, Longitude: -56.8043752
Município: BONITO, PA, Latitude: -1.3605722, Longitude: -47.3049907
Município: NOBRES, MT, Latitude: -14.7196233, Longitude: -56.3351314
Município: FIGUEIROPOLIS DOESTE, MT, Latitude: None, Longitude: None
Município: GENERAL CARNEIRO, MT, Latitude: -15.7070922, Longitude: -52.7606044
Município: GLORIA DOESTE, MT, Latitude: None, Longitude: None
Município: GUARANTA DO NORTE, MT, Latitude: -9.9517992, Longitude: -54.9098178
Município: ITAUBA, MT, Latitude: -11.0084948, Longitude: -55.2480739
Município: ITIQUIRA, MT, Latitude: -17.2033274, Longitude: -54.1446924
Município: JACIARA, MT, Latitude: -15.9520115, Longitude: -54.9762106
Município: JANGADA, MT, Latitude: -15.2369949, Longitude: -56.4902844
Município: JAURU, MT, Latitude: -15.3407762, Longitude: -58.8683137
Município: JUINA, MT, Latitude: -11.4230908, Longitude: -58.7570212
Município: JUSCIMEIRA, MT, Latitude: -16.0517819, Longitude: -54.8893514
Município: LUCAS DO RIO VERDE, MT, Latitude: -13.0664609, Longitude: -55.9196711
Município: MARCELANDIA, MT, Latitude: -11.0794264, Longitude: -54.5202451
Município: MATUPA, MT, Latitude: -10.1683242, Longitude: -54.9346194
Município: MIRASSOL DOESTE, MT, Latitude: -5.7416992, Longitude: -35.2807568
Município: POXOREO, MT, Latitude: -15.870545, Longitude: -54.3417478
Município: PRIMAVERA DO LESTE, MT, Latitude: -15.5614127, Longitude: -54.2993946
Município: QUERENCIA, MT, Latitude: -12.5944625, Longitude: -52.2088505
Município: RIBEIRAO CASCALHEIRA, MT, Latitude: -12.936738, Longitude: -51.824421
Município: VILA BELA DA SANTISSIMA TRINDADE, MT, Latitude: -15.009904, Longitude: -59.961115
Município: VILA RICA, MT, Latitude: -10.013666, Longitude: -51.118599
Município: ABEL FIGUEIREDO, PA, Latitude: -4.953001, Longitude: -48.3958485
Município: AGUA AZUL DO NORTE, PA, Latitude: -6.8064885, Longitude: -50.4849667
Município: ALMEIRIM, PA, Latitude: -1.5290377, Longitude: -52.5788111
Município: ALTAMIRA, PA, Latitude: -3.204065, Longitude: -52.209961
Município: ANAJAS, PA, Latitude: -0.9878802, Longitude: -49.9390114
Município: ANANINDEUA, PA, Latitude: -1.374035, Longitude: -48.4016623
Município: ANAPU, PA, Latitude: -3.4668292, Longitude: -51.2057035
Município: AUGUSTO CORREA, PA, Latitude: -1.0229335, Longitude: -46.6404029
Município: AURORA DO PARA, PA, Latitude: -2.1323199, Longitude: -47.558436
Município: BELEM, PA, Latitude: -1.45056, Longitude: -48.4682453
Município: BELTERRA, PA, Latitude: -2.636091, Longitude: -54.937392
Município: BENEVIDES, PA, Latitude: -1.3555577, Longitude: -48.252235
Município: BOM JESUS DO TOCANTINS, PA, Latitude: -5.0471796, Longitude: -48.5978362
Município: VERA, MT, Latitude: -12.2949604, Longitude: -55.2947571
Município: VARZEA GRANDE, MT, Latitude: -15.645816, Longitude: -56.132218
Município: VALE DE SAO DOMINGOS, MT, Latitude: -15.2966987, Longitude: -59.065637
Município: SAO FELIX DO ARAGUAIA, MT, Latitude: -11.6170646, Longitude: -50.6667246
Município: RONDOLANDIA, MT, Latitude: -10.8428772, Longitude: -61.4596962
Município: RONDONOPOLIS, MT, Latitude: -16.4603533, Longitude: -54.6397099
Município: ROSARIO OESTE, MT, Latitude: -14.825938, Longitude: -56.42357
Município: SANTA CARMEM, MT, Latitude: -11.9745987, Longitude: -55.2787877
Município: SANTA CRUZ DO XINGU, MT, Latitude: -10.1533447, Longitude: -52.392016
Município: SANTO ANTONIO DO LEVERGER, MT, Latitude: -15.84980135, Longitude: -56.08614356248529
Município: SAO PEDRO DA CIPA, MT, Latitude: -16.0030443, Longitude: -54.9212312
Município: TESOURO, MT, Latitude: -16.0802073, Longitude: -53.553114
Município: SAPEZAL, MT, Latitude: -13.547958, Longitude: -58.8146235
Município: SERRA NOVA DOURADA, MT, Latitude: -12.0890348, Longitude: -51.4005672
Município: SINOP, MT, Latitude: -11.8577512, Longitude: -55.496788
Município: SORRISO, MT, Latitude: -12.5444887, Longitude: -55.7233972
Município: TANGARA DA SERRA, MT, Latitude: -14.6213903, Longitude: -57.4907268
Município: TERRA NOVA DO NORTE, MT, Latitude: -10.5995196, Longitude: -55.1167029
Município: RIO MANSO, MG, Latitude: -20.1912278, Longitude: -44.2756505
Município: RIBEIRAO VERMELHO, MG, Latitude: -21.1881942, Longitude: -45.0627632
Município: GOVERNADOR NEWTON BELLO, MA, Latitude: -3.4285914, Longitude: -45.6714297
Município: ATALEIA, MG, Latitude: -18.0441576, Longitude: -41.1104812
Município: BAEPENDI, MG, Latitude: -21.9575733, Longitude: -44.8891463
Município: BANDEIRA, MG, Latitude: -15.884444, Longitude: -40.559167
Município: BANDEIRA DO SUL, MG, Latitude: -21.728056, Longitude: -46.385555
Município: BARAO DE COCAIS, MG, Latitude: -19.9452437, Longitude: -43.4870298
Município: BARBACENA, MG, Latitude: -21.2254524, Longitude: -43.7735087
Município: BELA VISTA DE MINAS, MG, Latitude: -19.8289721, Longitude: -43.0973688
Município: BELO HORIZONTE, MG, Latitude: -19.9227318, Longitude: -43.9450948
Município: BELO ORIENTE, MG, Latitude: -19.2232523, Longitude: -42.4807033
Município: BETIM, MG, Latitude: -19.968056, Longitude: -44.198333
Município: BICAS, MG, Latitude: -21.7213723, Longitude: -43.0604327
Município: BOA ESPERANCA, MG, Latitude: -21.0901253, Longitude: -45.5660195
Município: BOCAIUVA, MG, Latitude: -17.1160208, Longitude: -43.8122678
Município: BOM DESPACHO, MG, Latitude: -19.7375242, Longitude: -45.2517288
Município: BOM JARDIM DE MINAS, MG, Latitude: -21.9476466, Longitude: -44.1906033
Município: BOM JESUS DA PENHA, MG, Latitude: -21.0178774, Longitude: -46.5213848
Município: AUGUSTO DE LIMA, MG, Latitude: -18.1092963, Longitude: -44.2651945
Município: ARINOS, MG, Latitude: -15.917223, Longitude: -46.106111
Município: BOM JESUS DO GALHO, MG, Latitude: -19.8283191, Longitude: -42.3162256
Município: ARGIRITA, MG, Latitude: -21.612761, Longitude: -42.8371922
Município: AGUA BOA, MG, Latitude: -17.9956411, Longitude: -42.3899261
Município: AGUAS VERMELHAS, MG, Latitude: -15.7469091, Longitude: -41.4601975
Município: AIMORES, MG, Latitude: -19.4917754, Longitude: -41.0615603
Município: AIURUOCA, MG, Latitude: -21.9759554, Longitude: -44.6036637
Município: ALEM PARAIBA, MG, Latitude: -21.8760576, Longitude: -42.6810473
Município: ALFREDO VASCONCELOS, MG, Latitude: -21.145833, Longitude: -43.776389
Município: ALPERCATA, MG, Latitude: -18.9803616, Longitude: -41.9827637
Município: ANDRADAS, MG, Latitude: -22.0693412, Longitude: -46.5707584
Município: ANTONIO DIAS, MG, Latitude: -19.6525, Longitude: -42.872778
Município: ARAGUARI, MG, Latitude: -18.6511256, Longitude: -48.1933764
Município: ARANTINA, MG, Latitude: -21.911667, Longitude: -44.255833
Município: ARAPORA, MG, Latitude: -18.4318188, Longitude: -49.188313
Município: ARAPUA, MG, Latitude: -19.034444, Longitude: -46.155556
Município: ARAUJOS, MG, Latitude: -19.948055, Longitude: -45.165556
Município: ARAXA, MG, Latitude: -19.5928536, Longitude: -46.940241
Município: BOM JESUS DO AMPARO, MG, Latitude: -19.7045132, Longitude: -43.4752911
Município: BOTELHOS, MG, Latitude: -21.65, Longitude: -46.394722
Município: RIBEIRAO DAS NEVES, MG, Latitude: -19.7672898, Longitude: -44.0875436
Município: CANAPOLIS, MG, Latitude: -18.7228793, Longitude: -49.2016329
Município: CARAI, MG, Latitude: -17.1884104, Longitude: -41.6976554
Município: CARANDAI, MG, Latitude: -20.9523934, Longitude: -43.8043903
Município: CARATINGA, MG, Latitude: -19.7900887, Longitude: -42.140533
Município: CAREACU, MG, Latitude: -22.0434124, Longitude: -45.6995247
Município: CARMO DA CACHOEIRA, MG, Latitude: -21.460556, Longitude: -45.223334
Município: CARMO DE MINAS, MG, Latitude: -22.1216655, Longitude: -45.1323836
Município: CARMOPOLIS DE MINAS, MG, Latitude: -20.541224, Longitude: -44.6350611
Município: CARVALHOS, MG, Latitude: -22.001667, Longitude: -44.461667
Município: CASCALHO RICO, MG, Latitude: -18.579344, Longitude: -47.875774
